,snapped_at,price,market_cap,total_volume,price_pct_change,price_vs_ma7,price_vs_ma14,momentum_7,rsi,macd,signal_line,histogram,signal
1656,2020-02-19 00:00:00+00:00,281.9457403055278,31034929114.66128,33038477053.26572,0.05228895024979274,11.678211612486109,35.92665915953518,45.16039177580214,81.98437091196882,27.71487731780209,24.11184493048719,3.603032387314901,0.0
1660,2020-02-23 00:00:00+00:00,260.99654013152536,28657670954.134422,14860160863.37393,-0.01571824148661538,-4.056438233703659,2.1086469135432253,-2.903406260070824,62.87528136713598,22.357149454975087,23.976610763867257,-1.6194613088921699,1.0
1661,2020-02-24 00:00:00+00:00,274.6312157785517,30135977087.94057,15734092874.96997,0.05224082909357852,7.7960986330743935,12.433397207256803,12.474971461738164,64.94503148255373,22.140558974906952,23.6094004060752,-1.4688414311682472,0.0
1662,2020-02-25 00:00:00+00:00,265.2421912203732,28974292556.854683,21019871769.54907,-0.034187754409350624,-1.2081438685876833,0.10900159907208717,-2.6934743956151124,62.82020831142419,20.96956950041303,23.081434224942768,-2.111864724529738,0.0
1663,2020-02-26 00:00:00+00:00,248.31738139395105,27274600634.783813,15216321566.877129,-0.06380889008853174,-13.32890242192741,-17.639524860509027,-33.628358911576754,53.50386669591313,18.463030871845234,22.157753554323264,-3.69472268247803,0.0
1666,2020-02-29 00:00:00+00:00,227.70528448376496,25137364865.97101,19715536659.91429,0.010094362962522307,-19.027977862299394,-28.39522203331535,-37.459174650094155,30.30660040053924,8.605219870582204,16.69094053230548,-8.085720661723276,0.0
1668,2020-03-02 00:00:00+00:00,218.93979697447656,24049874527.90718,16557363028.554333,0.002708699313975993,-13.744950799338142,-30.82013548516946,-55.69141880407511,33.55405247799416,3.557831266158729,12.319472095536156,-8.761640829377427,1.0
1669,2020-03-03 00:00:00+00:00,231.67944604592213,25392608994.495888,18301098060.91034,0.058187909404751714,3.789376154171862,-15.490756444433401,-33.56274517445104,36.89688108861804,2.7881129362578747,10.413200263680501,-7.6250873274226265,0.0
1672,2020-03-06 00:00:00+00:00,228.0809351016884,25072941968.371387,16056678004.768778,0.017605728194370007,3.388247540887079,-10.307695183894026,2.651219984850826,36.67490414535881,0.09208399287589941,5.635429213979095,-5.543345221103196,1.0
1674,2020-03-08 00:00:00+00:00,237.38079020191347,26199142579.509502,15033855133.023136,-0.02807780171304175,7.607300025671748,2.1737127408798926,19.032433272060587,40.46933756502366,1.1847533558669454,4.006502936441711,-2.8217495805747657,0.0
1677,2020-03-11 00:00:00+00:00,200.7490385485177,22178131746.591427,10622282127.512651,-0.00048710210245206387,-18.429622096236812,-21.045522050031252,-23.211077469584865,30.916364433420554,-5.547519424722708,0.08904601792499174,-5.6365654426477,0.0
1678,2020-03-12 00:00:00+00:00,194.2179412402521,21375073649.951973,14699687559.439268,-0.03253364178223517,-20.686871385709594,-25.39143599706864,-29.916936131549903,35.79144699701726,-7.287849280677875,-1.3863330417955821,-5.901516238882293,0.0
